Titre,Texte,Etoiles,text,label,language,clean_text
Grand choix de tankini,"J'ai fait mon choix de tankini, c'est difficile car il y a tellement de choix ( ça fait plaisir en même temps). Les différents modèles, le choix des couleurs. Rapidité pour passer la commande avec un coupon de réduction ça fait plaisir, suivi de la commande impeccable et quand on reçoit la commande on est satisfait. Il y a un des modèles qui ne correspond pas à ma morphologie. Pas de souci le retour est d'une simplicité. Satisfaite du début à la fin.",4,"Grand choix de tankini J'ai fait mon choix de tankini, c'est difficile car il y a tellement de choix ( ça fait plaisir en même temps). Les différents modèles, le choix des couleurs. Rapidité pour passer la commande avec un coupon de réduction ça fait plaisir, suivi de la commande impeccable et quand on reçoit la commande on est satisfait. Il y a un des modèles qui ne correspond pas à ma morphologie. Pas de souci le retour est d'une simplicité. Satisfaite du début à la fin.",1,fr,grand choix tankini jai fait choix tankini cest difficile car a tellement choix ça fait plaisir temps différents modèles choix couleurs rapidité passer commande coupon réduction ça fait plaisir suivi commande impeccable quand reçoit commande satisfait a modèles correspond morphologie souci retour dune simplicité satisfaite début fin
Toujours très bien,"Toujours très bien. Grand choix d'articles, à tous les prix. C'est vraiment top !!!",5,"Toujours très bien Toujours très bien. Grand choix d'articles, à tous les prix. C'est vraiment top !!!",1,fr,toujours très bien toujours très bien grand choix darticles tous prix cest vraiment top
jolie magnifique,Date de l'expérience: 27 mars 2025,5,jolie magnifique Date de l'expérience: 27 mars 2025,1,fr,jolie magnifique date lexpérience 27 mars 2025
Dernière commande,Satisfaite de l'ensemble des articles commandés,4,Dernière commande Satisfaite de l'ensemble des articles commandés,1,fr,dernière commande satisfaite lensemble articles commandés
Livraison super rapide,Livraison super rapide,4,Livraison super rapide Livraison super rapide,1,fr,livraison super rapide livraison super rapide
Bonne qualité,Bonne qualité,5,Bonne qualité Bonne qualité,1,fr,bonne qualité bonne qualité
Tout ce passe super bien,Tout ce passe super bien,5,Tout ce passe super bien Tout ce passe super bien,1,fr,tout passe super bien tout passe super bien
Il y a de tout sur ce site de bonne qualité aucun soucis pour un remboursement j'adore et je suis fan de shein,Ce site est top de très belles choses de tout genre et surtout de grandes tailles aussi et pour les retours ou remboursement aucun soucis mais petit soucis quand les livreurs livre et que le colis et assez grand ils enfoncent dans la boîte aux lettres donc ce qui donne la casse dommage,4,Il y a de tout sur ce site de bonne qualité aucun soucis pour un remboursement j'adore et je suis fan de shein Ce site est top de très belles choses de tout genre et surtout de grandes tailles aussi et pour les retours ou remboursement aucun soucis mais petit soucis quand les livreurs livre et que le colis et assez grand ils enfoncent dans la boîte aux lettres donc ce qui donne la casse dommage,1,fr,a tout site bonne qualité aucun soucis remboursement jadore fan shein site top très belles choses tout genre surtout grandes tailles aussi retours remboursement aucun soucis petit soucis quand livreurs livre colis assez grand enfoncent boîte lettres donc donne casse dommage
Correspond à ma commande,Correspond à ma commande,5,Correspond à ma commande Correspond à ma commande,1,fr,correspond commande correspond commande
Colis arrivé en tant et en heure,Colis arrivé en tant et en heure,5,Colis arrivé en tant et en heure Colis arrivé en tant et en heure,1,fr,colis arrivé tant heure colis arrivé tant heure
Pas de nouvelle de colis,Pas de nouvelle de colis,1,Pas de nouvelle de colis Pas de nouvelle de colis,0,fr,nouvelle colis nouvelle colis
Depuis ma première commande,"Depuis ma première commande, j'ai toujours été satisfaite aussi bien de la qualité des vêtements, coutures etc...que des délais de livraison qui n'ont presque jamais dépassé 3 semaines, il n'y en a qu'une seule que j'attends toujours depuis un an",5,"Depuis ma première commande Depuis ma première commande, j'ai toujours été satisfaite aussi bien de la qualité des vêtements, coutures etc...que des délais de livraison qui n'ont presque jamais dépassé 3 semaines, il n'y en a qu'une seule que j'attends toujours depuis un an",1,fr,depuis première commande depuis première commande jai toujours satisfaite aussi bien qualité vêtements coutures etcque délais livraison nont presque jamais dépassé 3 semaines ny quune seule jattends toujours depuis an
J ai commandé une mandoline et l…,J ai commandé une mandoline et l article que j ai reçu ne correspondait pas du tout à la photo du site. Et de plus très mauvaise qualité,2,J ai commandé une mandoline et l… J ai commandé une mandoline et l article que j ai reçu ne correspondait pas du tout à la photo du site. Et de plus très mauvaise qualité,0,fr,commandé mandoline l… commandé mandoline article reçu correspondait tout photo site plus très mauvaise qualité
Du choix niveau vêtements mais aussi…,"Du choix niveau vêtements mais aussi côté maison deco, électronique 👌je recommande",5,"Du choix niveau vêtements mais aussi… Du choix niveau vêtements mais aussi côté maison deco, électronique 👌je recommande",1,fr,choix niveau vêtements aussi… choix niveau vêtements aussi côté maison deco électronique 👌je recommande
Commande non livré,"Ma commande a été notée livrée mais pas reçue.
Pas de remboursement!! Car pour eux la commande a été livrée...
Franchement, c'est lamentable.",1,"Commande non livré Ma commande a été notée livrée mais pas reçue.
Pas de remboursement!! Car pour eux la commande a été livrée...
Franchement, c'est lamentable.",0,fr,commande non livré commande notée livrée reçue remboursement car commande livrée franchement cest lamentable
Livraison super rapide,Livraison super rapide,5,Livraison super rapide Livraison super rapide,1,fr,livraison super rapide livraison super rapide
SHEIN ARNAQUE,"Shein arnaque ses clients quand ils ne reçoivent pas leur colis ! Le livreur chez Paack (transporteur que vous m'avez imposé) n'a pas livré dans la bonne boîte aux lettres. Malgré mes photos pour prouver que ce ne sont pas les mêmes vous refusez de me rembourser mes pauvres 12€ ! En plus vous demandez des preuves de caméra de surveillance, un courrier du transporteur (j'ai pas de caméra et le transporteur ne veut pas m'aider non plus). En même temps quand je vois le nombre d'étoiles sur les avis du transporteur je suis pas étonnée. Et vous êtes des incapables prêts à tout pour garder l'argent et perdre des clients ! LA HONTE

Pour vous répondre : votre service client je lui parle depuis 10 jours et ils ne veulent rien faire ! Pas de remboursement prévu car VOUS estimez que la livraison est conforme. Je suis sans solution c'est une pure arnaque !",1,"SHEIN ARNAQUE Shein arnaque ses clients quand ils ne reçoivent pas leur colis ! Le livreur chez Paack (transporteur que vous m'avez imposé) n'a pas livré dans la bonne boîte aux lettres. Malgré mes photos pour prouver que ce ne sont pas les mêmes vous refusez de me rembourser mes pauvres 12€ ! En plus vous demandez des preuves de caméra de surveillance, un courrier du transporteur (j'ai pas de caméra et le transporteur ne veut pas m'aider non plus). En même temps quand je vois le nombre d'étoiles sur les avis du transporteur je suis pas étonnée. Et vous êtes des incapables prêts à tout pour garder l'argent et perdre des clients ! LA HONTE

Pour vous répondre : votre service client je lui parle depuis 10 jours et ils ne veulent rien faire ! Pas de remboursement prévu car VOUS estimez que la livraison est conforme. Je suis sans solution c'est une pure arnaque !",0,fr,shein arnaque shein arnaque clients quand reçoivent colis livreur chez paack transporteur mavez imposé na livré bonne boîte lettres malgré photos prouver mêmes refusez rembourser pauvres 12€ plus demandez preuves caméra surveillance courrier transporteur jai caméra transporteur veut maider non plus temps quand vois nombre détoiles avis transporteur étonnée incapables prêts tout garder largent perdre clients honte répondre service client parle depuis 10 jours veulent rien faire remboursement prévu car estimez livraison conforme sans solution cest pure arnaque
Expérience Réussie 😃,"Toujours satisfaite de mes commandes , le délai d'envoi est plus rapide . Plein de petites pépites !",5,"Expérience Réussie 😃 Toujours satisfaite de mes commandes , le délai d'envoi est plus rapide . Plein de petites pépites !",1,fr,expérience réussie 😃 toujours satisfaite commandes délai denvoi plus rapide plein petites pépites
Jolies petites robes bien taillées,Date de l'expérience: 27 mars 2025,5,Jolies petites robes bien taillées Date de l'expérience: 27 mars 2025,1,fr,jolies petites robes bien taillées date lexpérience 27 mars 2025
Commande reçue rapidement articles de…,Commande reçue rapidement articles de bonne qualité pas déçu,5,Commande reçue rapidement articles de… Commande reçue rapidement articles de bonne qualité pas déçu,1,fr,commande reçue rapidement articles de… commande reçue rapidement articles bonne qualité déçu
Rapidité de livraison,J'ai été stupéfaite de la rapidité de la livraison en moins d'une semaine j'avais déjà ma livraison. Je suis rarement déçu des articles de chez Shein donc sur ce côté-là ça va pour le prix c'est plus que bien.,5,Rapidité de livraison J'ai été stupéfaite de la rapidité de la livraison en moins d'une semaine j'avais déjà ma livraison. Je suis rarement déçu des articles de chez Shein donc sur ce côté-là ça va pour le prix c'est plus que bien.,1,fr,rapidité livraison jai stupéfaite rapidité livraison moins dune semaine javais déjà livraison rarement déçu articles chez shein donc côtélà ça va prix cest plus bien
